PULid	sig_gene_seq	low_level_substr	high_level_substr	Pub_year	degrad_biosyn
PUL0624	GH43_24,GH51|GH43_19,1.B.14,8.A.46,1.B.14,GH128	xylan	xylan	2020	degradation
PUL0625	GH43_12,GH115,GH43_10,GH97,GH43_29|CBM6,CE1|CE1,GH95,GH115,HTH_AraC,GH30_8,1.B.14	xylan	xylan	2020	degradation
PUL0626	GH43_4,GntR,GH2,GH43_4,GH127,GH51,3.A.1,3.A.1,3.A.1,GH43_26,GH51,GH27,3.A.1,HTH_8	arabinan	galactan	2020	degradation
PUL0627	8.A.3,1.B.18,GT2,9.B.18	capsule polysaccharide	capsule polysaccharide	2021	biosynthesis
PUL0628	8.A.3,1.B.18,GT2,GT2,9.B.18	capsule polysaccharide	capsule polysaccharide	2021	biosynthesis
PUL0629	8.A.3,1.B.18,GT2,9.B.18	capsule polysaccharide	capsule polysaccharide	2021	biosynthesis
PUL0630	1.B.14,GH10,GH115,GH11,2.A.2,GH10,GH43_1	xylan	xylan	2021	degradation
PUL0631	PfkB,AraC_binding,PL15_1,3.A.1,3.A.1,3.A.1	alginate	algal glycans	2021	degradation
PUL0632	PfkB,GH32,3.A.1,LacI	sucrose,kestose,nystose,inulin	multiple_substrates	2021	degradation
PUL0633	PfkB,GH32,3.A.1,LacI	sucrose,kestose,nystose	multiple_substrates	2021	degradation
PUL0634	LacI,3.A.1,3.A.1,GH32,PfkB	sucrose,kestose,nystose	multiple_substrates	2021	degradation
PUL0635	HTH_3,GH32,GerE	sucrose,kestose,nystose,fructooligosaccharide	multiple_substrates	2021	degradation
PUL0636	GH32,3.A.2,3.A.2,3.A.2,3.A.2	sucrose,kestose,nystose,fructooligosaccharide	multiple_substrates	2021	degradation
PUL0637	LacI,3.A.1,3.A.1,SBP_bac_1,GH32	sucrose,kestose,nystose	multiple_substrates	2021	degradation
PUL0638	LacI,4.A.1,GH32,PfkB	sucrose,kestose	multiple_substrates	2021	degradation
PUL0639	GH32,4.A.1,GH32,LacI	sucrose,kestose	multiple_substrates	2021	degradation
PUL0640	3.A.1,HATPase_c,GerE,SBP_bac_1,4.A.6,4.A.6,GH32|CBM66	sucrose,kestose,nystose	multiple_substrates	2021	degradation
PUL0641	PadR,PfkB,GH32,4.A.1,Sigma70_r2|Sigma70_r4_2,LacI,MarR	sucrose,kestose	multiple_substrates	2021	degradation
PUL0642	PfkB,GH36,GH13_31,LacI,GH32,GH13_18,3.A.1,3.A.1,CBM86|CBM22|GH10|CBM9,CBM61|GH53	sucrose,kestose,nystose	multiple_substrates	2021	degradation
PUL0643	CE1,GH43_7|GH43_7,1.B.14,CE6|CE1,CE1,GH43_17,GH3,GH43_2|CBM6,HTH_AraC	arabinoxylan	xylan	2021	degradation
PUL0644	HTH_AraC,GH43_2|CBM6,GH43_17,CE1,CE1,GH43_7|GH43_7,CE1	arabinoxylan	xylan	2021	degradation
PUL0645	HTH_AraC,GH43_2|CBM6,GH3,GH43_17,GH43_7|GH43_7,CE1,1.B.14	arabinoxylan	xylan	2021	degradation
PUL0646	GH3,GH158,1.B.14,GerE	beta-glucan	beta-glucan 	2021	degradation
PUL0647	GT35,GT5,GH13_9	sucrose	mono/di/trisaccharide	2021	biosynthesis
PUL0648	GH10,1.B.14,GH43_12,GH43_1,GH10,HTH_AraC,GH146,NUDIX,CE1,GH8,CE6,GH43_29|CBM6,GH43_29|CBM6,GH97,GH31,HTH_AraC,GH51,GH43_29,CE1|CE1,GH43_10,GH115,2.A.2,GH10,GH43_1,GH67,HTH_AraC,1.B.14,8.A.46	glucuronoarabinoxylan	xylan	2021	degradation
PUL0649	8.A.3,1.B.18,GT2,2.A.66,9.B.18,1.B.73	capsule polysaccharide	capsule polysaccharide	2021	biosynthesis
PUL0650	LacI,SBP_bac_1,3.A.1,3.A.1,GH36,GH39|CBM35	arabinogalactan	galactan	2021	degradation
PUL0651	GH16_16|CBM6|CBM6,3.D.1,GH50,1.B.14,CBM6,GH16_16|CBM13,2.A.98,HTH_1,GH50,FecR,Sigma70_r2|Sigma70_r4,Pyr_redox_2,GH117,2.A.21,GH16_3,GH2,SBP_bac_1,GH50,HATPase_c|SBP_bac_3,GerE,GH127,2.A.1,GntR,GH167,HTH_AraC,GntR,CBM6|CBM6|GH86|GH86,GH50,2.A.1,GH86	agar	algal glycans	2021	degradation
PUL0652	GH2,2.A.21,3.D.1,GH96,GH96,2.A.1,GH50,GH50,GH50,GH29,SBP_bac_1,TrmB,1.B.14,GntR,GH50,1.B.14,GH86,3.A.1,3.A.1,3.A.1,3.A.1,PfkB,GH117|GH117,Pyr_redox_2	agar	algal glycans	2021	degradation
PUL0653	GH16_16,HTH_8,PfkB,GH2,GH117|GH117,3.A.1,3.A.1,3.A.1,LacI,GH50	agar	algal glycans	2021	degradation
PUL0654	GerE,1.B.14,GH144,GH144,CE1,GH3,BLUF,PL6|PL6_1,PL12,PL6|PL6_1,PL17_2|PL17,AraC_binding,1.B.14,8.A.46,GntR,2.A.1,LacI,PfkB,TPR_2,Response_reg	alginate	algal glycans	2021	degradation
PUL0655	1.B.14,PL7,PL7,GntR	alginate	algal glycans	2021	degradation
PUL0656	GH166,GT4,2.A.66	exopolysaccharide	exopolysaccharide	2020	biosynthesis
